"TIME","GEO","INDIC_ED","UNIT","Value","Flag and Footnotes"
"2006","Slovenia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,373.6",""
"2006","Slovenia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,058.7","d"
"2006","Slovenia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","589.9","d"
"2006","Slovenia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","512.3",""
"2006","Slovakia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","3,060.4","d"
"2006","Slovakia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","538.6",""
"2006","Slovakia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,420.5","d"
"2006","Slovakia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","724.6","d"
"2006","Finland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","8,771.7",""
"2006","Finland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,808.7",""
"2006","Finland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,701.1",""
"2006","Finland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,776.4",""
"2006","Sweden","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","17,781.0",""
"2006","Sweden","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","4,427.8",""
"2006","Sweden","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,960.7",""
"2006","Sweden","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,765.6",""
"2006","United Kingdom","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","90,296.8",""
"2006","United Kingdom","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","26,588.4",""
"2006","United Kingdom","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","39,111.5",""
"2006","United Kingdom","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","18,151.0","d"
"2006","Iceland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","668.9","d"
"2006","Iceland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","231.7","d"
"2006","Iceland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","224.9","d"
